================================================================================
  P50-CriticalImportScan v2.0.0
  Audit Standard : ISO/IEC 25010 | SOC 2 Type II | ISAE 3402
  Scan ID        : C806E108
  Timestamp (UTC): 2026-06-29T04:38:04.364465Z
  Host           : DESKTOP-6EKENHE
  Python         : 3.11.9
  Platform       : Windows-10-10.0.26200-SP0
  Git Commit     : fc6b401 (master)
  Project Root   : E:\full_erp_accounting_engine
================================================================================

── RINGKASAN ──────────────────────────────────────────────────────────────────
  Total Modul    : 1069
  Berhasil       : 1069
  Gagal          : 0
  Warning        : 0
  Durasi         : 38.34 detik
  Pass Rate      : 100.0%
  Status         : ✅ LULUS
  Exit Code      : 0

── RINGKASAN PER LAYER ─────────────────────────────────────────────────────────
  ✅ Core Domain                     311/311 (100.0%)
  ✅ Port Interface                  57/57 (100.0%)
  ✅ Application Service             252/252 (100.0%)
  ✅ Infrastructure                  425/425 (100.0%)
  ✅ Composition Root                24/24 (100.0%)

── DETAIL SEMUA MODUL ──────────────────────────────────────────────────────────
    No  Status    Layer                   Label                                              ms
   358  ✅ OK      Core Domain             kernel/immutable_laws/period_closure_enforcer     3.7
   359  ✅ OK      Core Domain             kernel/immutable_laws/reversal_constraint_enforcer     3.7
   360  ✅ OK      Core Domain             kernel/immutable_laws/segregation_of_duties_enforcer     3.3
   361  ✅ OK      Core Domain             kernel/immutable_laws/traceability_enforcer       3.5
   362  ✅ OK      Core Domain             kernel/kernel_exceptions                          2.6
   363  ✅ OK      Core Domain             kernel/lifecycle_listener                         0.5
   364  ✅ OK      Core Domain             kernel/metric_collector                           0.5
   365  ✅ OK      Core Domain             kernel/retry_policy                               0.4
   366  ✅ OK      Core Domain             kernel/sealed_gate                                0.4
   367  ✅ OK      Core Domain             kernel/transactional_executor                     0.5
   368  ✅ OK      Core Domain             kernel/validation_pipeline                        0.3
   369  ✅ OK      Application Service     application/commands_cqrs/command_bus_unified    76.4
   370  ✅ OK      Application Service     application/commands_cqrs/command_executor_with_audit     1.1
   371  ✅ OK      Application Service     application/commands_cqrs/command_handler_registry     1.2
   372  ✅ OK      Application Service     application/commands_cqrs/command_result_envelope     0.6
   373  ✅ OK      Application Service     application/commands_cqrs/command_validator       0.5
   374  ✅ OK      Application Service     application/commands_cqrs/query_bus_unified       0.9
   375  ✅ OK      Application Service     application/commands_cqrs/query_executor_readonly     0.7
   376  ✅ OK      Application Service     application/commands_cqrs/query_handler_registry     0.8
   377  ✅ OK      Application Service     application/dto_objects/account_dto             117.0
   378  ✅ OK      Application Service     application/dto_objects/ap_invoice_request        0.5
   379  ✅ OK      Application Service     application/dto_objects/ap_response               0.4
   380  ✅ OK      Application Service     application/dto_objects/ar_invoice_request        0.7
   381  ✅ OK      Application Service     application/dto_objects/bank_cash_request         0.2
   382  ✅ OK      Application Service     application/dto_objects/budget_request            7.1
   383  ✅ OK      Application Service     application/dto_objects/coa_request               0.3
   384  ✅ OK      Application Service     application/dto_objects/coretax_submission_request     0.7
   385  ✅ OK      Application Service     application/dto_objects/financial_statement_request     0.4
   386  ✅ OK      Application Service     application/dto_objects/fixed_asset_request       0.5
   387  ✅ OK      Application Service     application/dto_objects/forex_request             0.5
   388  ✅ OK      Application Service     application/dto_objects/intangible_asset_request     0.3
   389  ✅ OK      Application Service     application/dto_objects/inventory_request         0.2
   390  ✅ OK      Application Service     application/dto_objects/inventory_response        0.2
   391  ✅ OK      Application Service     application/dto_objects/journal_request           0.2
   392  ✅ OK      Application Service     application/dto_objects/journal_response          0.2
   393  ✅ OK      Application Service     application/dto_objects/manufacturing_request     0.2
   394  ✅ OK      Application Service     application/dto_objects/payment_run_request       0.2
   395  ✅ OK      Application Service     application/dto_objects/period_close_request      0.2
   396  ✅ OK      Application Service     application/events/all_event_handlers            10.2
   397  ✅ OK      Application Service     application/events/global_event_subscribers       0.2
   398  ✅ OK      Application Service     application/events/handler_registry               0.2
   399  ✅ OK      Application Service     application/events/publisher_application          0.6
   400  ✅ OK      Application Service     application/events/subscriber_application         0.4
   401  ✅ OK      Application Service     application/lifecycle_handler                     0.4
   402  ✅ OK      Application Service     application/mappers/domain_to_dto                 7.4
   403  ✅ OK      Application Service     application/mappers/dto_to_command                0.4
   404  ✅ OK      Application Service     application/mappers/event_to_read_model           0.7
   405  ✅ OK      Application Service     application/outbox/outbox_exceptions              4.8
   406  ✅ OK      Application Service     application/outbox/outbox_poller                  0.3
   407  ✅ OK      Application Service     application/outbox/outbox_relay_service           0.5
   408  ✅ OK      Application Service     application/sagas/coretax_submission_saga        15.7
   409  ✅ OK      Application Service     application/sagas/coretax_submission_saga_state     0.3
   410  ✅ OK      Application Service     application/sagas/manufacturing_saga              0.7
   411  ✅ OK      Application Service     application/sagas/payroll_saga                    0.7
   412  ✅ OK      Application Service     application/sagas/payroll_saga_state              0.5
   413  ✅ OK      Application Service     application/sagas/procurement_saga                0.7
   414  ✅ OK      Application Service     application/sagas/procurement_saga_state          0.6
   415  ✅ OK      Application Service     application/sagas/saga_exceptions                 0.4
   416  ✅ OK      Application Service     application/sagas/saga_orchestrator_base          0.4
   417  ✅ OK      Application Service     application/sagas/saga_state_store                0.4
   418  ✅ OK      Application Service     application/sagas/sales_saga                      0.3
   419  ✅ OK      Application Service     application/service_layer/service_account       890.3
   420  ✅ OK      Application Service     application/service_layer/service_ap              0.7
   421  ✅ OK      Application Service     application/service_layer/service_approval        0.5
   422  ✅ OK      Application Service     application/service_layer/service_ar              0.9
   423  ✅ OK      Application Service     application/service_layer/service_asset_group     3.5
   424  ✅ OK      Application Service     application/service_layer/service_audit           0.5
   425  ✅ OK      Application Service     application/service_layer/service_bank_cash       0.9
   426  ✅ OK      Application Service     application/service_layer/service_budget          0.6
   427  ✅ OK      Application Service     application/service_layer/service_capital         3.5
   428  ✅ OK      Application Service     application/service_layer/service_coa             0.4
   429  ✅ OK      Application Service     application/service_layer/service_consolidation     0.4
   430  ✅ OK      Application Service     application/service_layer/service_coretax         0.6
   431  ✅ OK      Application Service     application/service_layer/service_customer        2.3
   432  ✅ OK      Application Service     application/service_layer/service_document        0.3
   433  ✅ OK      Application Service     application/service_layer/service_employee        2.1
   434  ✅ OK      Application Service     application/service_layer/service_fiscal_period     0.5
   435  ✅ OK      Application Service     application/service_layer/service_fixed_asset     0.5
   436  ✅ OK      Application Service     application/service_layer/service_forex           0.2
   437  ✅ OK      Application Service     application/service_layer/service_goodwill        0.3
   438  ✅ OK      Application Service     application/service_layer/service_hedge           0.3
   439  ✅ OK      Application Service     application/service_layer/service_hierarchy       2.5
   440  ✅ OK      Application Service     application/service_layer/service_iam             0.4
   441  ✅ OK      Application Service     application/service_layer/service_intangible_asset     0.4
   442  ✅ OK      Application Service     application/service_layer/service_inventory       0.3
   443  ✅ OK      Application Service     application/service_layer/service_journal         0.2
   444  ✅ OK      Application Service     application/service_layer/service_ledger          0.2
   445  ✅ OK      Application Service     application/service_layer/service_legal_entity     0.2
   446  ✅ OK      Application Service     application/service_layer/service_manufacturing     1.1
   447  ✅ OK      Application Service     application/service_layer/service_payment         2.1
   448  ✅ OK      Application Service     application/service_layer/service_payroll         0.2
   449  ✅ OK      Application Service     application/service_layer/service_project         0.2
   450  ✅ OK      Application Service     application/service_layer/service_purchase_sales     0.2
   451  ✅ OK      Application Service     application/service_layer/service_report          0.2
   452  ✅ OK      Application Service     application/service_layer/service_retainer        1.7
   453  ✅ OK      Application Service     application/service_layer/service_sales           0.7
   454  ✅ OK      Application Service     application/service_layer/service_standard_cost     1.8
   455  ✅ OK      Application Service     application/service_layer/service_supplier        2.0
   456  ✅ OK      Application Service     application/service_layer/service_system_settings     0.5
   457  ✅ OK      Application Service     application/service_layer/service_tax             0.2
   458  ✅ OK      Application Service     application/service_layer/service_umkm            0.2
   459  ✅ OK      Application Service     application/use_cases/aml_screening_transaction    26.8
   460  ✅ OK      Application Service     application/use_cases/amortization_monthly_run     2.5
   461  ✅ OK      Application Service     application/use_cases/ap_payment_run              0.5
   462  ✅ OK      Application Service     application/use_cases/approve_journal_four_eyes     0.2
   463  ✅ OK      Application Service     application/use_cases/ar_collection_workflow      0.4
   464  ✅ OK      Application Service     application/use_cases/bank_reconciliation         0.2
   465  ✅ OK      Application Service     application/use_cases/budget_vs_actual_analysis     0.3
   466  ✅ OK      Application Service     application/use_cases/cogs_calculation            0.2
   467  ✅ OK      Application Service     application/use_cases/consolidation_group_report     0.3
   468  ✅ OK      Application Service     application/use_cases/coretax_bulk_submission     0.3
   469  ✅ OK      Application Service     application/use_cases/depreciation_monthly_run     0.2
   470  ✅ OK      Application Service     application/use_cases/disaster_recovery_replay     0.2
   471  ✅ OK      Application Service     application/use_cases/financial_statement_generation     0.3
   472  ✅ OK      Application Service     application/use_cases/fiscal_reconciliation       0.4
   473  ✅ OK      Application Service     application/use_cases/forex_revaluation           0.3
   474  ✅ OK      Application Service     application/use_cases/handlers                    1.0
   475  ✅ OK      Application Service     application/use_cases/hedge_accounting_execution     0.2
   476  ✅ OK      Application Service     application/use_cases/hpp_manufacturing_close     0.2
   477  ✅ OK      Application Service     application/use_cases/hpp_manufacturing_close_use_case     1.0
   478  ✅ OK      Application Service     application/use_cases/intercompany_elimination     0.3
   479  ✅ OK      Application Service     application/use_cases/payroll_monthly_run         0.3
   480  ✅ OK      Application Service     application/use_cases/period_close                0.2
   481  ✅ OK      Application Service     application/use_cases/period_reopen_with_audit     0.2
   482  ✅ OK      Application Service     application/use_cases/post_adjusting_journal      0.2
   483  ✅ OK      Application Service     application/use_cases/post_closing_journal        0.2
   484  ✅ OK      Application Service     application/use_cases/post_journal_entry          0.2
   485  ✅ OK      Application Service     application/use_cases/registry                    0.4
   486  ✅ OK      Application Service     application/use_cases/reverse_journal             0.2
   487  ✅ OK      Application Service     application/use_cases/stock_opname_cycle          0.2
   488  ✅ OK      Application Service     application/use_cases/tax_filing_submission       0.2
   489  ✅ OK      Application Service     application/use_cases/year_end_closing            0.2
   490  ✅ OK      Application Service     application/workflows/audit_forensic_reconstruction     6.2
   491  ✅ OK      Application Service     application/workflows/inventory_to_cogs           0.2
   492  ✅ OK      Application Service     application/workflows/manufacturing_cost_flow     0.4
   493  ✅ OK      Application Service     application/workflows/payroll_to_gl_full          0.2
   494  ✅ OK      Application Service     application/workflows/procurement_to_ap_full      0.2
   495  ✅ OK      Application Service     application/workflows/project_billing_poc         0.2
   496  ✅ OK      Application Service     application/workflows/sales_to_ar_full            0.2
   497  ✅ OK      Application Service     application/workflows/umkm_simplified             0.2
   498  ✅ OK      Application Service     policy_engine/cache_engine                        0.2
   499  ✅ OK      Application Service     policy_engine/conflict_resolver                   0.3
   500  ✅ OK      Application Service     policy_engine/ifrs/ias_01_presentation          123.8
   501  ✅ OK      Application Service     policy_engine/ifrs/ias_02_inventories             1.0
   502  ✅ OK      Application Service     policy_engine/ifrs/ias_12_income_taxes            0.6
   503  ✅ OK      Application Service     policy_engine/ifrs/ias_16_ppe                     0.4
   504  ✅ OK      Application Service     policy_engine/ifrs/ias_19_employee_benefits       0.5
   505  ✅ OK      Application Service     policy_engine/ifrs/ias_21_foreign_exchange        0.4
   506  ✅ OK      Application Service     policy_engine/ifrs/ias_36_impairment              0.2
   507  ✅ OK      Application Service     policy_engine/ifrs/ias_37_provisions              0.3
   508  ✅ OK      Application Service     policy_engine/ifrs/ifrs_09_financial_instruments     1.2
   509  ✅ OK      Application Service     policy_engine/ifrs/ifrs_10_consolidation          0.7
   510  ✅ OK      Application Service     policy_engine/ifrs/ifrs_14_deferral               1.4
   511  ✅ OK      Application Service     policy_engine/ifrs/ifrs_15_revenue                0.2
   512  ✅ OK      Application Service     policy_engine/ifrs/ifrs_16_leases                 0.6
   513  ✅ OK      Application Service     policy_engine/ifrs/ifrs_9_financial_instruments     0.2
   514  ✅ OK      Application Service     policy_engine/ifrs/ifrs_aggregator                0.6
   515  ✅ OK      Application Service     policy_engine/ifrs/ifrs_for_smes                  0.6
   516  ✅ OK      Application Service     policy_engine/interpreter                         0.2
   517  ✅ OK      Application Service     policy_engine/jurisdiction_resolver               0.3
   518  ✅ OK      Application Service     policy_engine/loader_yaml                         0.2
   519  ✅ OK      Application Service     policy_engine/override_authorizer                 0.2
   520  ✅ OK      Application Service     policy_engine/policy_exceptions                   0.2
   521  ✅ OK      Application Service     policy_engine/psak/psak_01_presentation           0.2
   522  ✅ OK      Application Service     policy_engine/psak/psak_02_cash_flow              0.2
   523  ✅ OK      Application Service     policy_engine/psak/psak_05_operating_segments     0.2
   524  ✅ OK      Application Service     policy_engine/psak/psak_07_related_party          0.2
   525  ✅ OK      Application Service     policy_engine/psak/psak_08_events_after_reporting     0.2
   526  ✅ OK      Application Service     policy_engine/psak/psak_10_foreign_exchange       0.3
   527  ✅ OK      Application Service     policy_engine/psak/psak_13_investment_property     0.5
   528  ✅ OK      Application Service     policy_engine/psak/psak_14_inventories            0.3
   529  ✅ OK      Application Service     policy_engine/psak/psak_16_ppe                    3.9
   530  ✅ OK      Application Service     policy_engine/psak/psak_16_property_plant_equipment     0.4
   531  ✅ OK      Application Service     policy_engine/psak/psak_19_intangible_assets      0.2
   532  ✅ OK      Application Service     policy_engine/psak/psak_22_business_combinations     0.2
   533  ✅ OK      Application Service     policy_engine/psak/psak_23_revenue_legacy         0.3
   534  ✅ OK      Application Service     policy_engine/psak/psak_24_employee_benefits      0.2
   535  ✅ OK      Application Service     policy_engine/psak/psak_25_policies_estimates_errors     0.2
   536  ✅ OK      Application Service     policy_engine/psak/psak_26_borrowing_costs        0.2
   537  ✅ OK      Application Service     policy_engine/psak/psak_30_leases_legacy          0.2
   538  ✅ OK      Application Service     policy_engine/psak/psak_38_common_control         0.2
   539  ✅ OK      Application Service     policy_engine/psak/psak_46_income_taxes           0.2
   540  ✅ OK      Application Service     policy_engine/psak/psak_48_impairment             0.2
   541  ✅ OK      Application Service     policy_engine/psak/psak_50_financial_instruments_presentation     0.2
   542  ✅ OK      Application Service     policy_engine/psak/psak_55_financial_instruments_recognition     0.2
   543  ✅ OK      Application Service     policy_engine/psak/psak_60_financial_instruments_disclosures     0.2
   544  ✅ OK      Application Service     policy_engine/psak/psak_67_interests_in_other_entities     0.2
   545  ✅ OK      Application Service     policy_engine/psak/psak_71_financial_instruments_ifrs9     0.2
   546  ✅ OK      Application Service     policy_engine/psak/psak_72_revenue                0.2
   547  ✅ OK      Application Service     policy_engine/psak/psak_73_leases                 0.2
   548  ✅ OK      Application Service     policy_engine/psak/psak_aggregator                1.9
   549  ✅ OK      Application Service     policy_engine/tax_indonesia/bea_meterai_calculator     0.2
   550  ✅ OK      Application Service     policy_engine/tax_indonesia/penalty_interest_engine     0.2
   551  ✅ OK      Application Service     policy_engine/tax_indonesia/pph_21_calculator     0.2
   552  ✅ OK      Application Service     policy_engine/tax_indonesia/pph_22_calculator     0.2
   553  ✅ OK      Application Service     policy_engine/tax_indonesia/pph_23_calculator     0.2
   554  ✅ OK      Application Service     policy_engine/tax_indonesia/pph_25_calculator     0.2
   555  ✅ OK      Application Service     policy_engine/tax_indonesia/pph_26_calculator     0.2
   556  ✅ OK      Application Service     policy_engine/tax_indonesia/pph_4_ayat_2_calculator     0.2
   557  ✅ OK      Application Service     policy_engine/tax_indonesia/pph_badan_calculator     0.2
   558  ✅ OK      Application Service     policy_engine/tax_indonesia/ppn_calculator        0.2
   559  ✅ OK      Application Service     policy_engine/tax_indonesia/rate_registry_dynamic     0.2
   560  ✅ OK      Application Service     policy_engine/tax_indonesia/tax_exceptions        0.2
   561  ✅ OK      Application Service     policy_engine/tax_indonesia/treaty_resolver       0.2
   562  ✅ OK      Application Service     policy_engine/tax_indonesia/withholding_engine     0.2
   563  ✅ OK      Application Service     policy_engine/temporal_resolver                   0.2
   564  ✅ OK      Application Service     policy_engine/version_manager                     0.2
   565  ✅ OK      Application Service     compliance/aml_risk_scorer                       24.9
   566  ✅ OK      Application Service     compliance/compliance_exceptions                  0.9
   567  ✅ OK      Application Service     compliance/compliance_report_for_audit_committee     0.3
   568  ✅ OK      Application Service     compliance/coretax_validator                      1.0
   569  ✅ OK      Application Service     compliance/deficiency_tracker                     0.4
   570  ✅ OK      Application Service     compliance/ethics/conflict_of_interest_declaration_store    12.0
   571  ✅ OK      Application Service     compliance/ethics/correction_doctrine_engine      0.5
   572  ✅ OK      Application Service     compliance/ethics/disclosure_requirement_checker     0.4
   573  ✅ OK      Application Service     compliance/ethics/error_classifier_psak25         0.3
   574  ✅ OK      Application Service     compliance/ethics/ethics_committee_decision_log     0.3
   575  ✅ OK      Application Service     compliance/ethics/ethics_exceptions               0.4
   576  ✅ OK      Application Service     compliance/ethics/ethics_training_certificate_tracker     0.3
   577  ✅ OK      Application Service     compliance/ethics/ethics_violation_detector       0.5
   578  ✅ OK      Application Service     compliance/ethics/materiality_threshold_qualitative     0.2
   579  ✅ OK      Application Service     compliance/ethics/materiality_threshold_quantitative     0.2
   580  ✅ OK      Application Service     compliance/ethics/professional_judgment_approver     0.2
   581  ✅ OK      Application Service     compliance/ethics/professional_judgment_template     0.4
   582  ✅ OK      Application Service     compliance/ethics/reversal_authorization_policy     0.3
   583  ✅ OK      Application Service     compliance/ethics/segregation_of_duties_enforcer     0.8
   584  ✅ OK      Application Service     compliance/ethics/whistleblower_case_tracker      0.6
   585  ✅ OK      Application Service     compliance/gdpr_privacy_checker                   0.5
   586  ✅ OK      Application Service     compliance/ifrs_checker                           0.2
   587  ✅ OK      Application Service     compliance/legal/authority_hierarchy             14.7
   588  ✅ OK      Application Service     compliance/legal/binding_precedence_resolver      0.5
   589  ✅ OK      Application Service     compliance/legal/compliance_scope_determiner      0.4
   590  ✅ OK      Application Service     compliance/legal/coretax_legal_basis_catalog      0.4
   591  ✅ OK      Application Service     compliance/legal/jurisdiction_definition          0.4
   592  ✅ OK      Application Service     compliance/legal/legal_exceptions                 0.7
   593  ✅ OK      Application Service     compliance/legal/legal_obligation_calendar        0.2
   594  ✅ OK      Application Service     compliance/legal/legal_opinion_document_store     0.4
   595  ✅ OK      Application Service     compliance/legal/legal_override_with_citation     0.5
   596  ✅ OK      Application Service     compliance/legal/legal_risk_assessment_engine     0.3
   597  ✅ OK      Application Service     compliance/legal/litigation_case_linker           0.6
   598  ✅ OK      Application Service     compliance/legal/regulatory_body_registry         0.2
   599  ✅ OK      Application Service     compliance/legal/regulatory_filing_tracker        0.4
   600  ✅ OK      Application Service     compliance/legal/sanction_list_checker            0.4
   601  ✅ OK      Application Service     compliance/legal/sovereignty_boundary_guard       0.6
   602  ✅ OK      Application Service     compliance/ojk_lkpub_builder                      0.4
   603  ✅ OK      Application Service     compliance/psak_checker                           0.3
   604  ✅ OK      Application Service     compliance/sanction_list_checker                  2.0
   605  ✅ OK      Application Service     audit/audit_exceptions                            1.0
   606  ✅ OK      Application Service     audit/audit_metrics                               0.8
   607  ✅ OK      Application Service     audit/duplicate_detector_fuzzy                    2.2
   608  ✅ OK      Application Service     audit/event_types_catalog                         0.4
   609  ✅ OK      Application Service     audit/event_writer_immutable                      0.8
   610  ✅ OK      Application Service     audit/forensic_replayer                           0.5
   611  ✅ OK      Application Service     audit/forensic_report_generator_pdf               2.2
   612  ✅ OK      Application Service     audit/gap_detector                                0.3
   613  ✅ OK      Application Service     audit/hash_chain_builder                          0.3
   614  ✅ OK      Application Service     audit/intent_recorder_audit_link                  1.2
   615  ✅ OK      Application Service     audit/sampling_materiality/audit_exception_aggregator     1.2
   616  ✅ OK      Application Service     audit/sampling_materiality/audit_sampling_engine     0.4
   617  ✅ OK      Application Service     audit/sampling_materiality/audit_sampling_engine_materiality_based     2.3
   618  ✅ OK      Application Service     audit/sampling_materiality/audit_sampling_statistical     0.2
   619  ✅ OK      Application Service     audit/sampling_materiality/materiality_threshold_calculator     0.2
   620  ✅ OK      Application Service     audit/tamper_alert_trigger                        0.4
   621  ✅ OK      Infrastructure          infrastructure/background_task_monitor            2.0
   622  ✅ OK      Infrastructure          infrastructure/caching/caching_exceptions        13.3
   623  ✅ OK      Infrastructure          infrastructure/caching/compression_lz4          122.5
   624  ✅ OK      Infrastructure          infrastructure/caching/invalidator_event_listener     2.1
   625  ✅ OK      Infrastructure          infrastructure/caching/metrics_collector         28.2
   626  ✅ OK      Infrastructure          infrastructure/caching/namespace_isolation        3.6
   627  ✅ OK      Infrastructure          infrastructure/caching/redis_manager              0.6
   628  ✅ OK      Infrastructure          infrastructure/caching/serialization_json         1.3
   629  ✅ OK      Infrastructure          infrastructure/caching/warmer_scheduled         133.8
   630  ✅ OK      Infrastructure          infrastructure/database/audit_trigger_installer   287.1
   631  ✅ OK      Infrastructure          infrastructure/database/connection_pool_asyncpg    29.5
   632  ✅ OK      Infrastructure          infrastructure/database/connection_pool_psycopg2    14.1
   633  ✅ OK      Infrastructure          infrastructure/database/database_backup_pgdump     8.5
   634  ✅ OK      Infrastructure          infrastructure/database/database_encryption_tde     1.6
   635  ✅ OK      Infrastructure          infrastructure/database/database_exceptions       1.5
   636  ✅ OK      Infrastructure          infrastructure/database/database_health_probe     2.0
   637  ✅ OK      Infrastructure          infrastructure/database/database_metrics_collector     1.9
   638  ✅ OK      Infrastructure          infrastructure/database/database_restore_pitr     1.9
   639  ✅ OK      Infrastructure          infrastructure/database/migration_rollback_executor   211.3
   640  ✅ OK      Infrastructure          infrastructure/database/partition_archiver        1.7
   641  ✅ OK      Infrastructure          infrastructure/database/partition_manager_pg_partman     2.0
   642  ✅ OK      Infrastructure          infrastructure/database/read_replica_router       2.1
   643  ✅ OK      Infrastructure          infrastructure/database/seed_data_loader        606.0
   644  ✅ OK      Infrastructure          infrastructure/database/seed_data_validator       4.5
   645  ✅ OK      Infrastructure          infrastructure/database/transaction_manager       1.0
   646  ✅ OK      Infrastructure          infrastructure/event_store/append_only_store      8.6
   647  ✅ OK      Infrastructure          infrastructure/event_store/event_store            2.5
   648  ✅ OK      Infrastructure          infrastructure/event_store/event_store_backup_archiver     1.6
   649  ✅ OK      Infrastructure          infrastructure/event_store/event_store_exceptions     2.3
   650  ✅ OK      Infrastructure          infrastructure/event_store/event_store_metrics    46.5
   651  ✅ OK      Infrastructure          infrastructure/event_store/hash_chain_builder     1.1
   652  ✅ OK      Infrastructure          infrastructure/event_store/integrity_verifier     2.5
   653  ✅ OK      Infrastructure          infrastructure/event_store/replay_engine          1.6
   654  ✅ OK      Infrastructure          infrastructure/event_store/snapshot_compression_service     0.5
   655  ✅ OK      Infrastructure          infrastructure/event_store/snapshot_manager       0.2
   656  ✅ OK      Infrastructure          infrastructure/event_store/snapshot_store_aggregate     0.5
   657  ✅ OK      Infrastructure          infrastructure/event_store/tamper_detection_scanner     0.3
   658  ✅ OK      Infrastructure          infrastructure/file_storage/abstract_port         0.3
   659  ✅ OK      Infrastructure          infrastructure/file_storage/evidence_document_retriever    75.3
   660  ✅ OK      Infrastructure          infrastructure/file_storage/evidence_document_uploader     3.7
   661  ✅ OK      Infrastructure          infrastructure/file_storage/file_integrity_hasher     0.4
   662  ✅ OK      Infrastructure          infrastructure/file_storage/file_storage_exceptions     2.0
   663  ✅ OK      Infrastructure          infrastructure/file_storage/glacier_cold_storage_adapter     0.6
   664  ✅ OK      Infrastructure          infrastructure/file_storage/minio_evidence_adapter     0.5
   665  ✅ OK      Infrastructure          infrastructure/file_storage/report_archiver_permanent     1.8
   666  ✅ OK      Infrastructure          infrastructure/file_storage/retention_policy_enforcer     1.7
   667  ✅ OK      Infrastructure          infrastructure/file_storage/s3_adapter            0.5
   668  ✅ OK      Infrastructure          infrastructure/message_broker/broker_exceptions     1.9
   669  ✅ OK      Infrastructure          infrastructure/message_broker/kafka_consumer_wrapper    56.6
   670  ✅ OK      Infrastructure          infrastructure/message_broker/kafka_dead_letter_handler     2.8
   671  ✅ OK      Infrastructure          infrastructure/message_broker/kafka_producer_wrapper     3.5
   672  ✅ OK      Infrastructure          infrastructure/message_broker/schema_registry_client     3.1
   673  ✅ OK      Infrastructure          infrastructure/message_broker/transactional_outbox_poller     2.3
   674  ✅ OK      Infrastructure          infrastructure/persistence_orm/account_table      0.6
   675  ✅ OK      Infrastructure          infrastructure/persistence_orm/aggregate_snapshot_table     0.4
   676  ✅ OK      Infrastructure          infrastructure/persistence_orm/aml_risk_score_table     0.5
   677  ✅ OK      Infrastructure          infrastructure/persistence_orm/aml_suspicious_transaction_table     0.5
   678  ✅ OK      Infrastructure          infrastructure/persistence_orm/amortization_schedule_table     0.5
   679  ✅ OK      Infrastructure          infrastructure/persistence_orm/ap_credit_note_table     0.4
   680  ✅ OK      Infrastructure          infrastructure/persistence_orm/ap_invoice_line_table     0.5
   681  ✅ OK      Infrastructure          infrastructure/persistence_orm/ap_invoice_table     0.5
   682  ✅ OK      Infrastructure          infrastructure/persistence_orm/ap_payment_table     0.7
   683  ✅ OK      Infrastructure          infrastructure/persistence_orm/approval_request_table     1.0
   684  ✅ OK      Infrastructure          infrastructure/persistence_orm/approval_rule_table     0.4
   685  ✅ OK      Infrastructure          infrastructure/persistence_orm/ar_credit_note_table     0.5
   686  ✅ OK      Infrastructure          infrastructure/persistence_orm/ar_debit_note_table     5.0
   687  ✅ OK      Infrastructure          infrastructure/persistence_orm/ar_invoice_line_table     1.0
   688  ✅ OK      Infrastructure          infrastructure/persistence_orm/ar_invoice_table     0.8
   689  ✅ OK      Infrastructure          infrastructure/persistence_orm/ar_payment_table     0.4
   690  ✅ OK      Infrastructure          infrastructure/persistence_orm/asset_category_alias_table     0.5
   691  ✅ OK      Infrastructure          infrastructure/persistence_orm/asset_category_table     0.5
   692  ✅ OK      Infrastructure          infrastructure/persistence_orm/audit_event_table     0.7
   693  ✅ OK      Infrastructure          infrastructure/persistence_orm/audit_table        0.8
   694  ✅ OK      Infrastructure          infrastructure/persistence_orm/bank_account_table     0.2
   695  ✅ OK      Infrastructure          infrastructure/persistence_orm/bank_reconciliation_alias_table     0.5
   696  ✅ OK      Infrastructure          infrastructure/persistence_orm/bank_reconciliation_table     0.3
   697  ✅ OK      Infrastructure          infrastructure/persistence_orm/bank_transaction_table     0.4
   698  ✅ OK      Infrastructure          infrastructure/persistence_orm/base_model         0.3
   699  ✅ OK      Infrastructure          infrastructure/persistence_orm/bill_of_materials_line_table     0.4
   700  ✅ OK      Infrastructure          infrastructure/persistence_orm/bill_of_materials_table     0.4
   701  ✅ OK      Infrastructure          infrastructure/persistence_orm/budget_actual_table     0.2
   702  ✅ OK      Infrastructure          infrastructure/persistence_orm/budget_table       0.4
   703  ✅ OK      Infrastructure          infrastructure/persistence_orm/cash_book_table     0.4
   704  ✅ OK      Infrastructure          infrastructure/persistence_orm/company_entity_table     0.5
   705  ✅ OK      Infrastructure          infrastructure/persistence_orm/consolidation_group_member_table     0.5
   706  ✅ OK      Infrastructure          infrastructure/persistence_orm/consolidation_group_table     0.2
   707  ✅ OK      Infrastructure          infrastructure/persistence_orm/coretax_audit_log_table     0.5
   708  ✅ OK      Infrastructure          infrastructure/persistence_orm/coretax_bupot_table     0.3
   709  ✅ OK      Infrastructure          infrastructure/persistence_orm/coretax_emeterai_table     0.5
   710  ✅ OK      Infrastructure          infrastructure/persistence_orm/coretax_faktur_keluaran_table     0.3
   711  ✅ OK      Infrastructure          infrastructure/persistence_orm/coretax_faktur_line_table     0.6
   712  ✅ OK      Infrastructure          infrastructure/persistence_orm/coretax_faktur_masukan_table     0.3
   713  ✅ OK      Infrastructure          infrastructure/persistence_orm/coretax_faktur_table     0.3
   714  ✅ OK      Infrastructure          infrastructure/persistence_orm/coretax_nsfp_table     0.2
   715  ✅ OK      Infrastructure          infrastructure/persistence_orm/coretax_ntpn_table     0.5
   716  ✅ OK      Infrastructure          infrastructure/persistence_orm/coretax_spt_electronic_table     0.3
   717  ✅ OK      Infrastructure          infrastructure/persistence_orm/coretax_spt_table     0.3
